,zone_id,aic,bic,llf,converged,nobs,df_model,df_resid,coefficients
zone_0_0,zone_0_0,205.01806891017475,-217.83096699166364,-53.509034455087374,True,102,48,53,"{'names': ['Intercept', 'C(referee_name)[T.Andrés Cunha]', 'C(referee_name)[T.Antonio Miguel Mateu Lahoz]', 'C(referee_name)[T.Björn Kuipers]', 'C(referee_name)[T.Carlos del Cerro Grande]', 'C(referee_name)[T.César Arturo Ramos Palazuelos]', 'C(referee_name)[T.Cüneyt Çakιr]', 'C(referee_name)[T.Damir Skomina]', 'C(referee_name)[T.Gianluca Rocchi]', 'C(referee_name)[T.Guillermo Cuadra Fernández]', 'C(referee_name)[T.Malang Diedhiou]', 'C(referee_name)[T.Mark Geiger]', 'C(referee_name)[T.Milorad Mažić]', 'C(referee_name)[T.Néstor Fabián Pitana]', 'C(referee_name)[T.Sandro Ricci]', 'z_ppda', 'z_ppda:C(referee_name)[T.Andrés Cunha]', 'z_ppda:C(referee_name)[T.Antonio Miguel Mateu Lahoz]', 'z_ppda:C(referee_name)[T.Björn Kuipers]', 'z_ppda:C(referee_name)[T.Carlos del Cerro Grande]', 'z_ppda:C(referee_name)[T.César Arturo Ramos Palazuelos]', 'z_ppda:C(referee_name)[T.Cüneyt Çakιr]', 'z_ppda:C(referee_name)[T.Damir Skomina]', 'z_ppda:C(referee_name)[T.Gianluca Rocchi]', 'z_ppda:C(referee_name)[T.Guillermo Cuadra Fernández]', 'z_ppda:C(referee_name)[T.Malang Diedhiou]', 'z_ppda:C(referee_name)[T.Mark Geiger]', 'z_ppda:C(referee_name)[T.Milorad Mažić]', 'z_ppda:C(referee_name)[T.Néstor Fabián Pitana]', 'z_ppda:C(referee_name)[T.Sandro Ricci]', 'z_directness', 'z_directness:C(referee_name)[T.Andrés Cunha]', 'z_directness:C(referee_name)[T.Antonio Miguel Mateu Lahoz]', 'z_directness:C(referee_name)[T.Björn Kuipers]', 'z_directness:C(referee_name)[T.Carlos del Cerro Grande]', 'z_directness:C(referee_name)[T.César Arturo Ramos Palazuelos]', 'z_directness:C(referee_name)[T.Cüneyt Çakιr]', 'z_directness:C(referee_name)[T.Damir Skomina]', 'z_directness:C(referee_name)[T.Gianluca Rocchi]', 'z_directness:C(referee_name)[T.Guillermo Cuadra Fernández]', 'z_directness:C(referee_name)[T.Malang Diedhiou]', 'z_directness:C(referee_name)[T.Mark Geiger]', 'z_directness:C(referee_name)[T.Milorad Mažić]', 'z_directness:C(referee_name)[T.Néstor Fabián Pitana]', 'z_directness:C(referee_name)[T.Sandro Ricci]', 'z_possession_share', 'z_block_height_x', 'z_wing_share', 'home_indicator'], 'estimates': [-27.77644162709617, 19.201614438198817, 20.253657691620727, 21.647461991235478, 2.5981376804123815, -3.3350760588404476, -4.116665247904436, 17.146113396879073, -87.60188314960534, 23.202147275745595, 21.258646159197703, -30.14229434048517, 15.149085401543484, 20.911618197553253, 21.93855386569175, -18.556212714351513, 19.30696697060458, 18.22571133902699, 16.9352808789009, 3.164488675283697, 19.351521417066706, 17.78836876852908, 14.407828640041183, -75.20759556960355, 16.553615212256194, 17.978212927902398, 125.03291713040741, 12.616505242446864, 18.83420155212718, 16.854116298738163, -0.4327556892865026, 1.5449931069930893, -0.16476662038254375, 0.23710492699442903, -3.413496070963141, 0.2691986087162179, -0.42484303692108943, -0.20313336074679741, 119.95352706278453, 1.757700748491146, -1.3165362360841102, -81.72253752661068, -2.0546168154800863, 0.1434674975365672, 0.8253042839111304, -0.2084872758427889, -0.28062142267376305, 0.26819147454900977, -1.1025280248594578], 'std_errors': [34.735821745043935, 35.01472447349833, 34.73182242779431, 34.869682897793936, 560489.2968810257, 203700.08512485397, 269285.81979791203, 34.93481165797203, 118465.3032576166, 35.156033243147185, 34.79435582575325, 97482.31554972599, 35.29395125821226, 34.75102616513938, 34.880372059785664, 31.065255736118953, 31.378603404508354, 31.14674277631346, 30.96796482765742, 56250.66025677809, 264918.5780331741, 313171.92180673545, 31.34046284892927, 102569.62897299623, 31.305808611054616, 31.117887906965027, 150213.67129321536, 31.567176249455517, 31.22489530482821, 30.845530166249816, 1.230365423551067, 2.1817815421945763, 1.655140416846679, 1.1556026359447469, 725308.7004999778, 113565.79762591417, 114126.86418378839, 2.0766873671917425, 127440.28488254607, 3.404120498333036, 1.8609992834003635, 333290.3529300435, 4.061850673776056, 1.336882151083351, 1.3165835736021985, 0.7868339863128578, 0.41377228938268495, 0.3520197830747209, 0.8633995800919053], 'pvalues': [0.4239145811957139, 0.583426304216956, 0.559796291424594, 0.5347243758067988, 0.999996301421002, 0.9999869366490706, 0.9999878024633988, 0.6235657266388, 0.9994099860316044, 0.5092690651798345, 0.5412129990524527, 0.9997532878577762, 0.6677586835216174, 0.5473369565513442, 0.5293715825420806, 0.5502870035147714, 0.5383626715830345, 0.558442656330718, 0.5844718202573773, 0.9999551134752199, 0.9999417168842305, 0.9999546796382232, 0.6457174168008537, 0.9994149635268844, 0.5969640628394279, 0.5634361024357217, 0.9993358672230571, 0.6893983797427097, 0.5463896072057475, 0.5847883673336302, 0.725041211481491, 0.47886221345338054, 0.9207028418302106, 0.8374325911925479, 0.9999962449425859, 0.9999981086786852, 0.9999970298342783, 0.9220783603792426, 0.999248989020912, 0.6056134413619934, 0.4792961234969909, 0.9998043593229282, 0.6129741141602445, 0.9145390912185466, 0.5307556375191356, 0.7910326954391506, 0.49764327459232005, 0.44614071251190857, 0.20161583907705594], 'conf_int_lower': [-95.85740122078553, -49.425984458451126, -47.819463384296625, -46.695860640772906, -1098536.2374693078, -399248.16556851583, -527794.6250164986, -51.32485925943611, -232275.3296856937, -45.702411720115755, -46.93703812455008, -191091.9699013723, -54.02578793666467, -47.199141511929, -46.42571913884534, -79.44299512767098, -42.19396558739771, -42.820782738280485, -43.760814857810786, -110246.10372120836, -519211.52025916806, -613787.8993416269, -47.018349802675765, -201107.98629027826, -44.80464217231474, -43.011726644703536, -294288.3528031099, -49.254023300114135, -42.36546866636995, -43.60201191115526, -2.8442276072699633, -2.7312201378425365, -3.408782226758647, -2.0278346198968262, -1421582.3441495763, -222584.6040237474, -223684.96831175638, -4.273365807591919, -249658.41502225184, -4.914252827276146, -4.9640278068036725, -653318.8106750555, -10.015697846660908, -2.476773370161236, -1.7551521029862178, -1.750653550828072, -1.0916002076645106, -0.42175462212304576, -2.7947601061065983], 'conf_int_upper': [40.3045179665932, 87.82921333484876, 88.32677876753809, 89.99078462324385, 1098541.4337446687, 399241.4954163981, 527786.3916860027, 85.61708605319426, 232100.12591939446, 92.10670627160695, 89.45433044294549, 191031.68531269135, 84.32395873975165, 89.0223779070355, 90.30282687022883, 42.33056969896796, 80.80789952860688, 79.27220541633446, 77.63137661561258, 110252.43269855891, 519250.22330200224, 613823.476079164, 75.83400708275813, 200957.57109913905, 77.91187259682714, 78.96815250050832, 294538.4186373707, 74.48703378500787, 80.0338717706243, 77.31024450863158, 1.978716228696958, 5.821206351828716, 3.0792489859935595, 2.5020444738856846, 1421575.5171574343, 222585.14242096487, 223684.11862568255, 3.867099086098324, 249898.3220763774, 8.429654324258438, 2.3309553346354517, 653155.3656000022, 5.906464215700735, 2.7637083652343706, 3.405760670808479, 1.3336789991424942, 0.5303573623169844, 0.9581375712210654, 0.5897040563876825]}"
zone_0_1,zone_0_1,179.69295427077589,-225.47405301009474,-40.84647713538794,True,102,48,53,"{'names': ['Intercept', 'C(referee_name)[T.Andrés Cunha]', 'C(referee_name)[T.Antonio Miguel Mateu Lahoz]', 'C(referee_name)[T.Björn Kuipers]', 'C(referee_name)[T.Carlos del Cerro Grande]', 'C(referee_name)[T.César Arturo Ramos Palazuelos]', 'C(referee_name)[T.Cüneyt Çakιr]', 'C(referee_name)[T.Damir Skomina]', 'C(referee_name)[T.Gianluca Rocchi]', 'C(referee_name)[T.Guillermo Cuadra Fernández]', 'C(referee_name)[T.Malang Diedhiou]', 'C(referee_name)[T.Mark Geiger]', 'C(referee_name)[T.Milorad Mažić]', 'C(referee_name)[T.Néstor Fabián Pitana]', 'C(referee_name)[T.Sandro Ricci]', 'z_ppda', 'z_ppda:C(referee_name)[T.Andrés Cunha]', 'z_ppda:C(referee_name)[T.Antonio Miguel Mateu Lahoz]', 'z_ppda:C(referee_name)[T.Björn Kuipers]', 'z_ppda:C(referee_name)[T.Carlos del Cerro Grande]', 'z_ppda:C(referee_name)[T.César Arturo Ramos Palazuelos]', 'z_ppda:C(referee_name)[T.Cüneyt Çakιr]', 'z_ppda:C(referee_name)[T.Damir Skomina]', 'z_ppda:C(referee_name)[T.Gianluca Rocchi]', 'z_ppda:C(referee_name)[T.Guillermo Cuadra Fernández]', 'z_ppda:C(referee_name)[T.Malang Diedhiou]', 'z_ppda:C(referee_name)[T.Mark Geiger]', 'z_ppda:C(referee_name)[T.Milorad Mažić]', 'z_ppda:C(referee_name)[T.Néstor Fabián Pitana]', 'z_ppda:C(referee_name)[T.Sandro Ricci]', 'z_directness', 'z_directness:C(referee_name)[T.Andrés Cunha]', 'z_directness:C(referee_name)[T.Antonio Miguel Mateu Lahoz]', 'z_directness:C(referee_name)[T.Björn Kuipers]', 'z_directness:C(referee_name)[T.Carlos del Cerro Grande]', 'z_directness:C(referee_name)[T.César Arturo Ramos Palazuelos]', 'z_directness:C(referee_name)[T.Cüneyt Çakιr]', 'z_directness:C(referee_name)[T.Damir Skomina]', 'z_directness:C(referee_name)[T.Gianluca Rocchi]', 'z_directness:C(referee_name)[T.Guillermo Cuadra Fernández]', 'z_directness:C(referee_name)[T.Malang Diedhiou]', 'z_directness:C(referee_name)[T.Mark Geiger]', 'z_directness:C(referee_name)[T.Milorad Mažić]', 'z_directness:C(referee_name)[T.Néstor Fabián Pitana]', 'z_directness:C(referee_name)[T.Sandro Ricci]', 'z_possession_share', 'z_block_height_x', 'z_wing_share', 'home_indicator'], 'estimates': [-143.84856607430712, 136.3609472263167, 137.34159073498046, 136.60111297656923, -50.936440245449056, 112.43277154911101, 134.7776289195829, 136.33111966341622, 121.95026190742513, 111.31955139967417, 113.58704738598146, 136.91204354705167, 111.26180081743296, 134.37379807562, 136.70939355462107, 36.69893831449665, -36.29134493645588, -36.34523174961233, -37.07935523076532, -32.499070386591136, -35.62526965233421, -37.90414283800455, -37.07747068465617, 40.191471274701456, -36.281186163322815, -65.2201184008654, -36.540511933895, -37.794500413824046, -30.827788322930587, -38.78129439086713, -118.23339968672717, 118.03878030070665, 119.52453464218374, 117.57940219263459, -87.27996309904306, 118.90453591179157, 115.71686546333554, 118.08635688706005, 88.29272450098176, 117.74394499128974, 138.52567039008906, 118.67826660351163, 117.85099977302731, 110.75088373076811, 119.25291243419126, 0.3028426919856192, -0.22951392817628277, 0.7150546148892337, -1.0390424937897174], 'std_errors': [200677.931355679, 200677.93136182014, 200677.9313570084, 200677.93136046221, 606320.0492076728, 291303.9403143877, 200677.93137697963, 200677.93136519004, 202746.3167456031, 315291.187880771, 213782.64511303272, 200677.9313601473, 297413.5221093952, 200677.93137466916, 200677.93136205402, 177540.03898876297, 177540.038995457, 177540.0389911459, 177540.038998439, 183512.3516179543, 321831.60909548285, 177540.03901087114, 177540.0390008691, 223782.96316610224, 209393.35117345268, 203907.85340827177, 177540.03900068914, 322587.90361837944, 177540.03904172088, 177540.03900298467, 113572.59576670759, 113572.5957677445, 113572.59577026792, 113572.59576853082, 626713.5942735274, 163032.8374558972, 113572.59582100034, 113572.59576945251, 134609.54815023913, 209386.01973912807, 148394.94319720578, 113572.59577082809, 182192.13198542164, 113572.59589242414, 113572.59576904327, 1.0537406495035808, 0.48815062839881873, 0.35663916065640855, 0.8656851264855939], 'pvalues': [0.9994280659594205, 0.9994578363182368, 0.9994539373337765, 0.9994568814324689, 0.999932970385427, 0.9996920454621272, 0.999464131504474, 0.9994579549109893, 0.9995200789496133, 0.9997182916841763, 0.9995760677995896, 0.9994556451896865, 0.9997015129965205, 0.9994657371136194, 0.999456450914873, 0.9998350709156242, 0.9998369026852886, 0.9998366605119946, 0.9998333612799964, 0.9998586988497628, 0.9999116778720031, 0.9998296545934109, 0.9998333697493571, 0.9998566997514916, 0.9998617520662416, 0.9997447958782917, 0.9998357829012872, 0.9999065195937101, 0.9998614565122564, 0.9998257125774551, 0.9991693719201827, 0.9991707391841705, 0.9991603012806276, 0.9991739664636122, 0.9998888817229507, 0.9994180799004472, 0.9991870513856305, 0.9991704049433132, 0.9994766537914492, 0.999551325962438, 0.9992551802962734, 0.9991662465865966, 0.9994838883237601, 0.9992219390115662, 0.9991622095142458, 0.7738077836355751, 0.6382333503522755, 0.04496511608805951, 0.23004050355779027], 'conf_int_lower': [-393465.3665152064, -393185.1570139422, -393184.17636100267, -393184.91684553045, -1188416.3959918376, -570832.7987992563, -393186.74036196095, -393185.18684810994, -397253.5285576247, -617848.0533377631, -418892.69789386593, -393184.60591434274, -582808.5300488042, -393187.1441882765, -393184.8085680723, -347935.3832934979, -348008.37358986895, -348008.4274682325, -348009.1616060079, -359710.0989598277, -630813.9881833721, -348009.9864179817, -348009.1597262246, -438566.3566879392, -410439.7080882784, -399717.2689634864, -348008.6227671212, -632298.4674407156, -348002.91012393095, -348010.8635540773, -222716.4307331598, -222480.1585552047, -222478.672805809, -222480.61793485392, -1228423.3533608604, -319419.58517501946, -222482.48057442158, -222480.11098196596, -263741.57362517796, -410271.3136098926, -290710.2184840003, -222479.51907494562, -356972.1659582214, -222487.44669614223, -222478.94442561673, -1.7624510300872438, -1.1862715788685627, 0.01605470452607871, -2.735754163653483], 'conf_int_upper': [393177.66938305774, 393457.8789083948, 393458.8595424726, 393458.11907148355, 1188314.5231113466, 571057.6643423545, 393456.2956198001, 393457.8490874368, 397497.42908143956, 618070.6924405624, 419119.8719886379, 393458.4300014368, 583031.0536504391, 393455.8917844277, 393458.2273551815, 348008.7811701269, 347935.790899996, 347935.73700473324, 347935.0028955463, 359645.1008190545, 630742.7376440674, 347934.1781323056, 347935.0047848553, 438646.7396304886, 410367.1457159518, 399586.8287266847, 347935.54174325336, 632222.878439888, 347941.2545472851, 347933.3009652956, 222479.96393378635, 222716.2361158061, 222717.72187509335, 222715.7767392392, 1228248.7934346625, 319657.39424684306, 222713.91430534824, 222716.2836957401, 263918.15907417994, 410506.80149987515, 290987.2698247805, 222716.87560815262, 357207.86795776745, 222708.94846360377, 222717.45025048513, 2.368136414058482, 0.7272437225159972, 1.4140545252523888, 0.6576691760740481]}"
zone_0_2,zone_0_2,203.17777228020492,-226.62983749398964,-52.58888614010247,True,102,48,53,"{'names': ['Intercept', 'C(referee_name)[T.Andrés Cunha]', 'C(referee_name)[T.Antonio Miguel Mateu Lahoz]', 'C(referee_name)[T.Björn Kuipers]', 'C(referee_name)[T.Carlos del Cerro Grande]', 'C(referee_name)[T.César Arturo Ramos Palazuelos]', 'C(referee_name)[T.Cüneyt Çakιr]', 'C(referee_name)[T.Damir Skomina]', 'C(referee_name)[T.Gianluca Rocchi]', 'C(referee_name)[T.Guillermo Cuadra Fernández]', 'C(referee_name)[T.Malang Diedhiou]', 'C(referee_name)[T.Mark Geiger]', 'C(referee_name)[T.Milorad Mažić]', 'C(referee_name)[T.Néstor Fabián Pitana]', 'C(referee_name)[T.Sandro Ricci]', 'z_ppda', 'z_ppda:C(referee_name)[T.Andrés Cunha]', 'z_ppda:C(referee_name)[T.Antonio Miguel Mateu Lahoz]', 'z_ppda:C(referee_name)[T.Björn Kuipers]', 'z_ppda:C(referee_name)[T.Carlos del Cerro Grande]', 'z_ppda:C(referee_name)[T.César Arturo Ramos Palazuelos]', 'z_ppda:C(referee_name)[T.Cüneyt Çakιr]', 'z_ppda:C(referee_name)[T.Damir Skomina]', 'z_ppda:C(referee_name)[T.Gianluca Rocchi]', 'z_ppda:C(referee_name)[T.Guillermo Cuadra Fernández]', 'z_ppda:C(referee_name)[T.Malang Diedhiou]', 'z_ppda:C(referee_name)[T.Mark Geiger]', 'z_ppda:C(referee_name)[T.Milorad Mažić]', 'z_ppda:C(referee_name)[T.Néstor Fabián Pitana]', 'z_ppda:C(referee_name)[T.Sandro Ricci]', 'z_directness', 'z_directness:C(referee_name)[T.Andrés Cunha]', 'z_directness:C(referee_name)[T.Antonio Miguel Mateu Lahoz]', 'z_directness:C(referee_name)[T.Björn Kuipers]', 'z_directness:C(referee_name)[T.Carlos del Cerro Grande]', 'z_directness:C(referee_name)[T.César Arturo Ramos Palazuelos]', 'z_directness:C(referee_name)[T.Cüneyt Çakιr]', 'z_directness:C(referee_name)[T.Damir Skomina]', 'z_directness:C(referee_name)[T.Gianluca Rocchi]', 'z_directness:C(referee_name)[T.Guillermo Cuadra Fernández]', 'z_directness:C(referee_name)[T.Malang Diedhiou]', 'z_directness:C(referee_name)[T.Mark Geiger]', 'z_directness:C(referee_name)[T.Milorad Mažić]', 'z_directness:C(referee_name)[T.Néstor Fabián Pitana]', 'z_directness:C(referee_name)[T.Sandro Ricci]', 'z_possession_share', 'z_block_height_x', 'z_wing_share', 'home_indicator'], 'estimates': [-12.367555037656476, -41.161181167893865, 4.783781880577642, 4.044898182188857, -183.35980809956885, -19.62796418464217, -0.3655168908346911, -71.35473889236906, -35.7230055354243, -343.1484960086732, -34.7147972789634, 4.777420367804018, -1.9967750349715414, 5.582015196061184, -56.55423748825926, -4.514818500934863, 7.4381144986948, 3.2232078728986595, 2.7221160256356938, 8.003598846960204, 4.535547961699699, -1.348847894305286, -43.11829046828221, -2.2377305784852886, 74.21140251829931, 24.798710177224205, 6.366836164863767, -1.5204433428892092, 4.069483967385955, 65.76795993586936, -0.5628271098596048, -38.06670029616771, -0.12234196136610567, 1.435555155362293, -206.14011730907313, -0.41053873521191847, 1.2465035742765678, -48.70743251876592, -20.104342481377337, -230.14512663319954, 49.79002360763864, -0.8983918661325754, -3.7518586003958703, -0.7746893940646736, 1.7331358349971728, -0.5712469681729252, 0.03553458723859755, -0.3472322774274427, 0.01837578523906283], 'std_errors': [10.70217428439641, 96911.74853884349, 10.717596961837073, 10.821274819486867, 491266.3504776627, 234033.27484018673, 12.19938176187738, 127917.98201374504, 103658.61630893045, 289562.9078809304, 83678.58656778552, 10.74851045716006, 13.09708023556018, 10.777323251829783, 129258.48906622134, 9.413192481631093, 6622.1647460898785, 9.48551164311505, 9.457270874342742, 39858.137931330144, 322583.62620019075, 10.615987580876793, 80002.10248529735, 101124.52306019234, 58017.01440175093, 85461.66388177012, 9.695540781530605, 11.700493245557803, 9.508406988968106, 211775.00753925476, 1.4117728288845341, 76789.79472635454, 1.4297530723637717, 1.866785097572125, 529261.4584296381, 153095.71332459268, 1.459393347769843, 78175.89380731758, 70698.01904814717, 191022.14586620545, 100232.52110668564, 2.0705389197511446, 3.7354002032975875, 1.2196154198601026, 73093.7086937001, 0.9059682143673727, 0.6251861950714857, 0.37597223422792453, 0.7772444145789573], 'pvalues': [0.24784012649276843, 0.9996611157009752, 0.6553456249971223, 0.7085596064625925, 0.9997021982954554, 0.9999330828080953, 0.9760974235889652, 0.9995549269879531, 0.9997250316950685, 0.9990544616886611, 0.9996689905850247, 0.656700801440288, 0.8788244872752964, 0.6044995892745744, 0.9996509029942547, 0.6314928532768085, 0.9991038043148045, 0.7340046852773712, 0.7734744639282539, 0.9998397830847258, 0.9999887816882217, 0.8988943630747241, 0.9995699685943431, 0.9999823440385612, 0.9989794008401066, 0.9997684750471517, 0.5113887901684135, 0.8966084030378152, 0.6686598664490162, 0.9997522123144058, 0.6901386535618828, 0.9996044678682725, 0.9318093645538738, 0.4418941324704121, 0.9996892348570166, 0.9999978604069877, 0.3930360251875339, 0.9995028786497218, 0.9997731061708551, 0.9990387020414463, 0.9996036546916498, 0.6643663106157519, 0.31518293029416966, 0.5253035016224468, 0.9999810812401081, 0.5283429504166473, 0.9546739192275818, 0.35571633343488807, 0.9811379930195905], 'conf_int_lower': [-33.343431191344166, -189984.69799610335, -16.222322165438925, -17.16441073081558, -963047.71356075, -458716.4178349146, -24.275865777769145, -250785.99246087507, -203202.8776582954, -567876.0192013216, -164041.7307473557, -16.28927301568185, -27.66658059930086, -15.541150227271288, -253398.53750334645, -22.96433674447502, -12971.766287528299, -15.368053322542188, -15.813794280115706, -78112.51123738993, -632247.7538067435, -22.155801213148294, -156844.35784913343, -198202.66088234563, -113637.04731545516, -167476.98455695977, -12.636074577575549, -24.45298870553667, -14.566651281340473, -415005.6196427019, -3.3298510088255204, -150543.29874417483, -2.9246064899845883, -2.223276402755163, -1037539.5370445426, -300062.4948424057, -1.6138548266296628, -153270.64375408908, -138585.67545517653, -374626.67127395264, -196402.34142514702, -4.956573577433288, -11.073108466702738, -3.1650916919801713, -143259.30340027943, -2.346912039471039, -1.189807838733147, -1.0841243157012321, -1.5049952745206119], 'conf_int_upper': [8.608321116031213, 189902.37563376754, 25.78988592659421, 25.25420709519329, 962680.9939445509, 458677.16190654534, 23.544831996099763, 250643.28298309032, 203131.43164722453, 567189.7222093042, 163972.3011527978, 25.84411375128989, 23.673030529357778, 26.70518061939366, 253285.42902836995, 13.934699742605291, 12986.642516525688, 21.814469068339505, 21.258026331387093, 78128.51843508385, 632256.824902667, 19.45810542453772, 156758.12126819685, 198198.18542118865, 113785.47012049175, 167526.5819773142, 25.36974690730308, 21.41210201975825, 22.705619216112385, 415137.15556257364, 2.2041967891063106, 150467.1653435825, 2.6799225672523765, 5.094386713479748, 1037127.2568099245, 300061.6737649353, 4.106861975182799, 153173.22888905153, 138545.46677021377, 374166.3810206863, 196501.9214723623, 3.159789845168137, 3.5693912659109976, 1.6157129038508238, 143262.76967194944, 1.2044181031251884, 1.260877013210342, 0.38965976084634674, 1.5417468449987377]}"
